Census year,Occupation,Total Weight,Female,Male,,,,
1990,optometrist,30609,0.154921755,0.845078245,,,,
1910,molder,121867,0.004102833,0.995897167,,,,
2002,bartender,453634,0.570215196,0.429784804,,,,
2003,clerical,12553107,0.703154605,0.296845395,,,,
1930,waitstaff,369543.2,0.596405454,0.403594546,,,,
2012,compositor,43561,0.532930833,0.467069167,,,,
2003,artist,271362,0.525600489,0.474399511,,,,
2013,upholsterer,42596,0.211850878,0.788149122,,,,
2004,technician,2683501,0.553520196,0.446479804,,,,
2004,postmaster,53190,0.56392179,0.43607821,,,,
2007,mason,279981,0.012636572,0.987363428,,,,
1910,student,230316,0.472919815,0.527080185,,,,
1870,engineer,43249.39,0,1,,,,
1990,housekeeper,918198,0.931413486,0.068586514,,,,
1960,paperhanger,15400,0.167532468,0.832467532,,,,
1870,carpenter,352030.97,0.000840125,0.999159875,,,,
1910,peddler,67394,0.049173517,0.950826483,,,,
1850,conductor,390.7,0,1,,,,
2012,bartender,535689,0.621423998,0.378576002,,,,
1910,technician,4615,0.130227519,0.869772481,,,,
1960,accountant,563520,0.225972459,0.774027541,,,,
1990,sales,7212712,0.482648968,0.517351032,,,,
2003,cabinetmaker,101554,0.062075349,0.937924651,,,,
2015,chemist,97501,0.404149701,0.595850299,,,,
2000,weaver,49815,0.642677908,0.357322092,,,,
1870,musician,15753.68,0.409504954,0.590495046,,,,
1940,salesperson,156388,0.291000588,0.708999412,,,,
1850,milliner,187.34,0,1,,,,
1980,bailiff,70380,0.13867576,0.86132424,,,,
2014,electrician,949828,0.0245655,0.9754345,,,,
1950,scientist,120165,0.110481421,0.889518579,,,,
2005,official,21208291,0.386469141,0.613530859,,,,
1900,architect,21627.06,0.021051867,0.978948133,,,,
2000,laborer,7159049,0.171140608,0.828859392,,,,
1850,therapist,309.9,0,1,,,,
2002,smith,164095,0.062573509,0.937426491,,,,
1980,dentist,135620,0.076684855,0.923315145,,,,
2014,chemist,94627,0.3727266,0.6272734,,,,
2003,compositor,70462,0.493244586,0.506755414,,,,
1850,unemployed,815.48,0,1,,,,
1930,paperhanger,28081.68,0.06166547,0.93833453,,,,
2013,librarian,2040305,0.858628979,0.141371021,,,,
1880,molder,40072,0.000749152,0.999250848,,,,
1910,entertainer,34993,0.435629983,0.564370017,,,,
2005,chiropractor,81598,0.329885536,0.670114464,,,,
1920,accountant,124757.92,0.118435367,0.881564633,,,,
1870,photographer,7416.32,0.03920408,0.96079592,,,,
1940,housekeeper,2487046,0.921362934,0.078637066,,,,
1850,janitor,315.55,0,1,,,,
2002,police,997707,0.162573782,0.837426218,,,,
2006,soldier,1047702,0.140488421,0.859511579,,,,
2005,physicist,14716,0.123946725,0.876053275,,,,
1950,nurse,639626,0.97260274,0.02739726,,,,
2010,official,20995933,0.392438621,0.607561379,,,,
2007,bankteller,547905,0.875416359,0.124583641,,,,
2005,electrician,954972,0.026748428,0.973251572,,,,
2005,shoemaker,304070,0.042631631,0.957368369,,,,
1940,carpenter,735532,0.002560052,0.997439948,,,,
1880,proprietor,702253.51,0.052564693,0.947435307,,,,
2004,designer,908859,0.59000351,0.40999649,,,,
1940,jeweler,49124,0.101091116,0.898908884,,,,
2007,musician,1603972,0.637261748,0.362738252,,,,
1920,janitor,193861.98,0.21174059,0.78825941,,,,
2015,inspector,439037,0.395900573,0.604099427,,,,
2008,bookbinder,45428,0.497468522,0.502531478,,,,
2012,weaver,14327,0.607175263,0.392824737,,,,
1980,sales,6322520,0.506927617,0.493072383,,,,
1960,bankteller,188460,0.769394036,0.230605964,,,,
1990,accountant,1821092,0.535675298,0.464324702,,,,
2015,secretary,4598265,0.939107903,0.060892097,,,,
1920,sailor,52810.03,0.007446123,0.992553877,,,,
2013,electrician,970563,0.020289255,0.979710745,,,,
2006,housekeeper,154356,0.770536941,0.229463059,,,,
2002,boilermaker,23558,0.024704983,0.975295017,,,,
2004,sales,8423209,0.449527846,0.550472154,,,,
2009,architect,441489,0.232572046,0.767427954,,,,
1860,driver,75197.63,0.00233651,0.99766349,,,,
2010,broker,2483576,0.582863178,0.417136822,,,,
2012,technician,3113444,0.563481791,0.436518209,,,,
1910,craftsperson,80427,0.008740846,0.991259154,,,,
1940,smith,88719,0.005951375,0.994048625,,,,
1870,athlete,1150.84,0,1,,,,
1990,molder,23274,0.16722523,0.83277477,,,,
1970,molder,129600,0.133487654,0.866512346,,,,
1980,dietitian,81780,0.902665688,0.097334312,,,,
1960,blacksmith,29660,0.003371544,0.996628456,,,,
1880,entertainer,6172.53,0.3617771,0.6382229,,,,
1920,chiropractor,5620.23,0.327725022,0.672274978,,,,
1990,draftsperson,372535,0.191329674,0.808670326,,,,
1970,accountant,1708800,0.303838951,0.696161049,,,,
2012,surgeon,942155,0.34670516,0.65329484,,,,
1930,cashier,109582.41,0.691821342,0.308178658,,,,
2009,technician,3033279,0.56929712,0.43070288,,,,
2012,therapist,819350,0.777363764,0.222636236,,,,
2004,millwright,83067,0.043531125,0.956468875,,,,
1990,clerical,10543237,0.717056062,0.282943938,,,,
1900,electrician,50326.06,0.010787453,0.989212547,,,,
2012,painter,198996,0.136872098,0.863127902,,,,
1950,therapist,25611,0.53227129,0.46772871,,,,
2000,secretary,5020942,0.96184222,0.03815778,,,,
1920,peddler,47566.29,0.033565788,0.966434212,,,,
2007,instructor,1520796,0.478425114,0.521574886,,,,
2012,entertainer,328019,0.576536725,0.423463275,,,,
2001,plumber,609482,0.023651232,0.976348768,,,,
1870,scientist,1312.38,0,1,,,,
1990,typesetter,86980,0.685697862,0.314302138,,,,
1860,mailperson,8275.04,0.025356977,0.974643023,,,,
1870,sheriff,3215.31,0,1,,,,
1960,mathematician,10100,0.366336634,0.633663366,,,,
1930,pharmacist,91429.57,0.038897591,0.961102409,,,,
2007,bartender,482450,0.599521194,0.400478806,,,,
2015,clerical,14108512,0.686143089,0.313856911,,,,
1880,clerical,106446.73,0.051460951,0.948539049,,,,
2009,plumber,702503,0.014008481,0.985991519,,,,
1940,draftsperson,92730,0.021567993,0.978432007,,,,
1990,musician,990082,0.593381154,0.406618846,,,,
2007,proprietor,21598830,0.388117921,0.611882079,,,,
2000,inspector,233691,0.309763748,0.690236252,,,,
1980,baker,154980,0.426248548,0.573751452,,,,
2001,bankteller,472296,0.891860189,0.108139811,,,,
2001,artist,282654,0.512209274,0.487790726,,,,
2007,compositor,64977,0.485125506,0.514874494,,,,
2011,jeweler,126726,0.229802882,0.770197118,,,,
1860,doctor,59416.85,0.004781809,0.995218191,,,,
2014,millwright,60082,0.02543191,0.97456809,,,,
2008,farmer,837904,0.157786572,0.842213428,,,,
2004,baker,205671,0.492164671,0.507835329,,,,
2007,clergy,677547,0.301242571,0.698757429,,,,
1970,economist,140600,0.143669986,0.856330014,,,,
1910,mathematician,101,0,1,,,,
2001,inspector,251031,0.287482422,0.712517578,,,,
2006,secretary,5413659,0.953544544,0.046455456,,,,
1970,pharmacist,261100,0.149751053,0.850248947,,,,
2009,soldier,1386137,0.158924406,0.841075594,,,,
1960,bailiff,27920,0.068051576,0.931948424,,,,
2015,therapist,877624,0.792389452,0.207610548,,,,
2009,surgeon,884804,0.330722962,0.669277038,,,,
2008,pharmacist,271175,0.526800037,0.473199963,,,,
2013,police,1095103,0.171287998,0.828712002,,,,
2014,chiropractor,94240,0.44770798,0.55229202,,,,
2012,athlete,404135,0.383473344,0.616526656,,,,
1950,dietitian,24052,0.950440712,0.049559288,,,,
1980,accountant,1159380,0.408097431,0.591902569,,,,
2015,professor,1842469,0.498734578,0.501265422,,,,#NAME?
1950,blacksmith,45925,0.001437126,0.998562874,,,,
1920,conservationist,7512.98,0,1,,,,
1990,plasterer,50555,0.020630996,0.979369004,,,,
1940,toolmaker,95413,0.001048075,0.998951925,,,,
2011,plasterer,42501,0.011152679,0.988847321,,,,
2015,technician,3370167,0.583225104,0.416774896,,,,
1930,tradesperson,2628849.45,0.074606889,0.925393111,,,,
2000,conductor,58298,0.063209716,0.936790284,,,,
2000,painter,264046,0.190069155,0.809930845,,,,
2006,architect,466810,0.228347722,0.771652278,,,,
2003,smith,153792,0.045379474,0.954620526,,,,
1970,craftsperson,1886400,0.063507209,0.936492791,,,,
1900,teacher,441189.89,0.738083119,0.261916881,,,,
2013,attendant,10294949,0.798314882,0.201685118,,,,
1960,gardener,306380,0.021019649,0.978980351,,,,
2008,carpenter,1924597,0.017541335,0.982458665,,,,
1900,craftsperson,110598.72,0.019076532,0.980923468,,,,
2003,librarian,2354282,0.881230881,0.118769119,,,,
1870,tailor,88922.57,0.353158484,0.646841516,,,,
1900,judge,97612.22,0.01136159,0.98863841,,,,
2006,dentist,170533,0.210891734,0.789108266,,,,
1880,cashier,3228.31,0.271364894,0.728635106,,,,
2013,designer,970054,0.53522072,0.46477928,,,,
1940,plumber,204381,0.006722738,0.993277262,,,,
2014,gardener,1912931,0.065567446,0.934432554,,,,
2012,inspector,394781,0.366968015,0.633031985,,,,
2007,cabinetmaker,98643,0.056415559,0.943584441,,,,
2006,mason,300156,0.0072429,0.9927571,,,,
2002,millwright,80457,0.030326758,0.969673242,,,,
1850,scientist,602.8,0,1,,,,
1930,entertainer,41019.76,0.390333098,0.609666902,,,,
1950,bootblack,16769,0.107817997,0.892182003,,,,
2003,operator,2024944,0.469673729,0.530326271,,,,
2006,designer,939500,0.568299095,0.431700905,,,,
2015,salesperson,2346299,0.451869945,0.548130055,,,,
1990,machinist,643624,0.047998521,0.952001479,,,,
1900,dancer,1084.46,0.508548033,0.491451967,,,,
2002,photographer,213501,0.394504007,0.605495993,,,,
1980,machinist,587520,0.055964052,0.944035948,,,,
2000,photographer,186281,0.376667508,0.623332492,,,,
1910,optometrist,1105,0.090497738,0.909502262,,,,
2002,sheriff,14089,0.319682021,0.680317979,,,,
2012,cashier,5240213,0.745153107,0.254846893,,,,
2012,secretary,4980180,0.94446265,0.05553735,,,,
1980,manager,9703980,0.280062407,0.719937593,,,,
1900,postmaster,22361.04,0.285849406,0.714150594,,,,
2014,smith,159527,0.049164091,0.950835909,,,,
1870,cashier,663.73,0.150045952,0.849954048,,,,
2000,engineer,2902107,0.162946439,0.837053561,,,,
2006,sales,8835125,0.458377895,0.541622105,,,,
2011,chemist,98215,0.39171206,0.60828794,,,,
1990,newsperson,646373,0.522890034,0.477109966,,,,
1850,auctioneer,660.16,0,1,,,,
2010,typesetter,48052,0.515441605,0.484558395,,,,
2015,lawyer,1265582,0.381004945,0.618995055,,,,
2004,manager,21060958,0.387864882,0.612135118,,,,
2008,technician,2958662,0.560997843,0.439002157,,,,
1980,housekeeper,1019140,0.943717252,0.056282748,,,,
2000,dietitian,97500,0.902964103,0.097035897,,,,
2001,bailiff,8405,0.221772754,0.778227246,,,,
2002,upholsterer,60340,0.251458402,0.748541598,,,,
1960,upholsterer,68700,0.131586608,0.868413392,,,,
1960,millwright,74780,0.000802354,0.999197646,,,,
2007,sheriff,14134,0.267015707,0.732984293,,,,
2011,proprietor,20653322,0.392343566,0.607656434,,,,
2010,jeweler,121162,0.216313696,0.783686304,,,,
2008,professor,1575754,0.482967519,0.517032481,,,,
1960,veterinarian,15800,0.024050633,0.975949367,,,,
2005,therapist,666680,0.769528109,0.230471891,,,,
1850,instructor,1060.35,0,1,,,,
2000,millwright,92317,0.021740308,0.978259692,,,,
2008,scientist,744766,0.401032002,0.598967998,,,,
2014,doctor,923738,0.353749656,0.646250344,,,,
2013,gardener,1914565,0.068365399,0.931634601,,,,
2003,scientist,708196,0.374341284,0.625658716,,,,
1920,painter,66436.7,0.068491963,0.931508037,,,,
2005,jeweler,123995,0.246477681,0.753522319,,,,
1860,tailor,102718.52,0.373528746,0.626471254,,,,
1940,therapist,20928,0.429424694,0.570575306,,,,
2005,entertainer,288690,0.595022342,0.404977658,,,,
1900,professor,9172.23,0.075148573,0.924851427,,,,
1930,molder,111045.42,0.01182255,0.98817745,,,,
1910,tradesperson,1891470,0.15398341,0.84601659,,,,
1990,pilot,122564,0.037923044,0.962076956,,,,
2015,farmer,806441,0.154120388,0.845879612,,,,
2004,sheriff,15357,0.412320115,0.587679885,,,,
1950,painter,155082,0.140699759,0.859300241,,,,
2012,dietitian,100317,0.902389426,0.097610574,,,,
1980,welder,878980,0.065849052,0.934150948,,,,
2014,conservationist,45700,0.162757112,0.837242888,,,,
2015,veterinarian,79318,0.578922817,0.421077183,,,,
2007,plasterer,55696,0.01222709,0.98777291,,,,
2002,conductor,59300,0.044940978,0.955059022,,,,
1900,midwife,5713.22,0.989576806,0.010423194,,,,
1970,mathematician,16300,0.319018405,0.680981595,,,,
2000,statistician,56412,0.414273559,0.585726441,,,,
2015,electrician,993868,0.024687383,0.975312617,,,,
2015,attendant,9961837,0.801834039,0.198165961,,,,
2010,setter,78481,0.029599521,0.970400479,,,,
2013,newsperson,727422,0.560971486,0.439028514,,,,
2004,upholsterer,76484,0.209259453,0.790740547,,,,
2003,machinist,483800,0.049596941,0.950403059,,,,
1850,draftsperson,104.24,0,1,,,,
1930,dancer,8834.71,0.850769295,0.149230705,,,,
2000,physicist,33314,0.11670769,0.88329231,,,,
2010,accountant,2445054,0.605344095,0.394655905,,,,
1920,weaver,191621.51,0.459241241,0.540758759,,,,
1900,molder,91874.97,0.0051286,0.9948714,,,,
1990,baker,207945,0.48317584,0.51682416,,,,
1860,craftsperson,78032.93,0.008045193,0.991954807,,,,
1950,boilermaker,39081,0.008239298,0.991760702,,,,
1930,secretary,998999.38,0.919191581,0.080808419,,,,
1870,accountant,1345.02,0,1,,,,
2006,fireperson,397817,0.050591101,0.949408899,,,,
1860,engineer,27255.89,0.003518872,0.996481128,,,,
2015,janitor,5670284,0.545902815,0.454097185,,,,
2013,nurse,5034749,0.871751303,0.128248697,,,,
1940,librarian,991890,0.534877859,0.465122141,,,,
2006,baker,223061,0.553678142,0.446321858,,,,
2005,plumber,708814,0.017110272,0.982889728,,,,
1920,author,6682.59,0.440751266,0.559248734,,,,
2008,librarian,2301250,0.875495492,0.124504508,,,,
1950,doorkeeper,269821,0.020257875,0.979742125,,,,
2013,teacher,6985625,0.762408374,0.237591626,,,,
1910,architect,51358,0.01958799,0.98041201,,,,
2015,sailor,37189,0.053591116,0.946408884,,,,
2008,janitor,5509322,0.527700686,0.472299314,,,,
2000,athlete,263786,0.344009917,0.655990083,,,,
2008,sheriff,12615,0.227110583,0.772889417,,,,
2000,veterinarian,65067,0.39778997,0.60221003,,,,
1870,dancer,221.26,0,1,,,,
1990,weaver,73912,0.67198831,0.32801169,,,,
2011,bartender,526835,0.614067023,0.385932977,,,,
1980,secretary,6095540,0.984063758,0.015936242,,,,
1860,scientist,504.67,0,1,,,,
1940,pharmacist,84403,0.068220324,0.931779676,,,,
1850,professor,1170.09,0,1,,,,
1920,technician,13193.19,0.265308845,0.734691155,,,,
1960,physician,241920,0.076967593,0.923032407,,,,
1950,teacher,1172528,0.744661108,0.255338892,,,,
2006,physicist,12301,0.155028047,0.844971953,,,,
2006,pilot,144672,0.04619415,0.95380585,,,,
2001,teacher,5852238,0.760045644,0.239954356,,,,
2015,weaver,10936,0.556784931,0.443215069,,,,
1870,huckster,35191.05,0.069475051,0.930524949,,,,
2002,chiropractor,68807,0.376720392,0.623279608,,,,
2002,carpenter,1765452,0.020872842,0.979127158,,,,
2013,chiropractor,78069,0.395893376,0.604106624,,,,
2007,pharmacist,266051,0.520129599,0.479870401,,,,
1860,conductor,5349.56,0,1,,,,
2002,instructor,1318568,0.444042325,0.555957675,,,,
2012,sailor,34978,0.079564298,0.920435702,,,,
2007,administrator,468347,0.559544526,0.440455474,,,,
2011,photographer,274646,0.406388587,0.593611413,,,,
1850,soldier,8513.91,0,1,,,,
2013,shoemaker,225145,0.041208999,0.958791001,,,,
1930,craftsperson,44201.63,0.015983347,0.984016653,,,,
1860,gardener,19917.77,0.047903957,0.952096043,,,,
1980,waitstaff,2289720,0.9005992,0.0994008,,,,
1850,huckster,11253.87,0,1,,,,
1880,huckster,53734.27,0.052327872,0.947672128,,,,
1950,judge,181567,0.032852886,0.967147114,,,,
1970,tradesperson,11756500,0.056377323,0.943622677,,,,
1870,housekeeper,7800526.8,0.984402036,0.015597964,,,,
1960,administrator,330680,0.197895246,0.802104754,,,,
2010,gardener,1885856,0.070809224,0.929190776,,,,
2004,toolmaker,114266,0.052596573,0.947403427,,,,
2008,cashier,4923080,0.758456292,0.241543708,,,,
2004,newsperson,891584,0.60068597,0.39931403,,,,
1950,librarian,858294,0.780592664,0.219407336,,,,
1910,sheriff,10528,0.00949848,0.99050152,,,,
2000,clergy,620560,0.286363929,0.713636071,,,,
2006,machinist,462797,0.052990836,0.947009164,,,,
2001,shoemaker,283574,0.03912559,0.96087441,,,,
2005,police,1051978,0.179685317,0.820314683,,,,
1860,librarian,17430.48,0.017643232,0.982356768,,,,
1860,blacksmith,112103.3,0.006474029,0.993525971,,,,
2011,professor,1676404,0.486743649,0.513256351,,,,
2006,manager,21482768,0.38343639,0.61656361,,,,
1930,geologist,3885.96,0.030900987,0.969099013,,,,
2012,scientist,749288,0.418071556,0.581928444,,,,
1930,manager,3171824.67,0.082286068,0.917713932,,,,
2011,operator,1630240,0.408204313,0.591795687,,,,
2011,waitstaff,2936147,0.733432624,0.266567376,,,,
2011,technician,3150268,0.562026151,0.437973849,,,,
1930,constable,9319.85,0.004360585,0.995639415,,,,
1880,lawyer,68225.02,0.002717038,0.997282962,,,,
2004,clerical,12560251,0.709062024,0.290937976,,,,
2011,scientist,746450,0.421129346,0.578870654,,,,
2014,dancer,29407,0.84833543,0.15166457,,,,
1940,welder,135656,0.01695465,0.98304535,,,,
1900,machinist,272179.96,0.00965861,0.99034139,,,,
2014,mechanic,12684684,0.241098399,0.758901601,,,,
1900,doorkeeper,58397.96,0.008750477,0.991249523,,,,
2013,official,21659485,0.397206859,0.602793141,,,,
2001,physician,756576,0.276868418,0.723131582,,,,
2010,farmer,850354,0.155718677,0.844281323,,,,
1950,physician,199785,0.058638036,0.941361964,,,,
1980,therapist,232360,0.72301601,0.27698399,,,,
1960,teacher,2163540,0.769424184,0.230575816,,,,
2006,nurse,4302340,0.882394,0.117606,,,,
1900,student,6971041.48,0.517065908,0.482934092,,,,
1990,therapist,373669,0.761781149,0.238218851,,,,
1960,chemist,96740,0.138102129,0.861897871,,,,
2008,conductor,65468,0.082101179,0.917898821,,,,
2004,boilermaker,24661,0.014800697,0.985199303,,,,
2010,psychologist,209881,0.687594399,0.312405601,,,,
2010,chiropractor,79202,0.379005581,0.620994419,,,,
1880,jeweler,24739.23,0.009514847,0.990485153,,,,
2008,geologist,99298,0.280025781,0.719974219,,,,
2000,nutritionist,97500,0.902964103,0.097035897,,,,
1990,entertainer,202931,0.506748599,0.493251401,,,,
1860,housekeeper,1001753.27,0.959033735,0.040966265,,,,
2014,porter,109431,0.235216712,0.764783288,,,,
2011,entertainer,315694,0.560102504,0.439897496,,,,
2008,judge,1157993,0.351469309,0.648530691,,,,
2006,welder,765232,0.073593368,0.926406632,,,,
2012,conductor,57569,0.061786725,0.938213275,,,,
2013,physician,968766,0.345543712,0.654456288,,,,
2000,gardener,1381437,0.082165166,0.917834834,,,,
1910,dancer,1204,0.666112957,0.333887043,,,,
1860,attendant,1835.28,0.830870494,0.169129506,,,,
2002,manager,20510481,0.393609589,0.606390411,,,,
1990,police,815675,0.143413737,0.856586263,,,,
1850,lumberjack,9419.95,0,1,,,,
1920,architect,69119.02,0.023797357,0.976202643,,,,
1910,pharmacist,60766,0.02807491,0.97192509,,,,
1900,clergy,119679.21,0.100585891,0.899414109,,,,
1930,upholsterer,42558.41,0.052113084,0.947886916,,,,
2004,dancer,28787,0.764893876,0.235106124,,,,
1950,fireperson,256909,0.015604747,0.984395253,,,,
1970,lawyer,603900,0.061599603,0.938400397,,,,
1920,midwife,4815.18,0.978625929,0.021374071,,,,
1930,mason,173901.21,0.0030078,0.9969922,,,,
1920,bailiff,10159.77,0.029278222,0.970721778,,,,
2009,athlete,387822,0.367034361,0.632965639,,,,
2008,waitstaff,2862771,0.742419844,0.257580156,,,,
2009,janitor,5543077,0.524849826,0.475150174,,,,
1970,bookbinder,97300,0.676258993,0.323741007,,,,
2013,laborer,8303349,0.148641711,0.851358289,,,,
2003,surveyor,143744,0.135991763,0.864008237,,,,
1920,judge,123292.16,0.008887832,0.991112168,,,,
1900,salesperson,96614,0.859339226,0.140660774,,,,
1970,newsperson,1098800,0.243993447,0.756006553,,,,
2003,dancer,32451,0.87119041,0.12880959,,,,
1980,plumber,568020,0.014224851,0.985775149,,,,
1990,jeweler,110209,0.292389914,0.707610086,,,,
2004,author,231379,0.551121753,0.448878247,,,,
2013,dietitian,106462,0.914110199,0.085889801,,,,
1900,surveyor,6004.36,0.00343084,0.99656916,,,,
2014,artist,246494,0.490336479,0.509663521,,,,
2013,porter,104665,0.257172885,0.742827115,,,,
2004,cook,4469097,0.511159189,0.488840811,,,,
2013,judge,1214166,0.360757919,0.639242081,,,,
2001,official,20108043,0.394426151,0.605573849,,,,
2005,statistician,58646,0.426746922,0.573253078,,,,
2012,cook,5664609,0.487640895,0.512359105,,,,
2002,proprietor,20279534,0.396562811,0.603437189,,,,
1870,student,1918931.2,0.505436954,0.494563046,,,,
2003,cook,4311113,0.515321449,0.484678551,,,,
2005,accountant,2295616,0.595251558,0.404748442,,,,
1910,cabinetmaker,46131,0.004357157,0.995642843,,,,
1910,carpenter,835259,0.002040086,0.997959914,,,,
1950,toolmaker,163775,0.002472905,0.997527095,,,,
2012,janitor,5801945,0.530805101,0.469194899,,,,
2015,musician,1903721,0.629474067,0.370525933,,,,
2006,dietitian,105086,0.911786537,0.088213463,,,,
2010,clergy,654938,0.298634375,0.701365625,,,,
1850,painter,2695.11,0,1,,,,
2009,author,235150,0.58924091,0.41075909,,,,
1900,bootblack,7860.53,0.032864196,0.967135804,,,,
1920,auctioneer,5562.46,0,1,,,,
1850,bookbinder,3522.59,0,1,,,,
1980,driver,2841420,0.107805252,0.892194748,,,,
1910,artist,37725,0.430828363,0.569171637,,,,
1960,cook,858140,0.699279838,0.300720162,,,,
2001,cashier,4076491,0.781094574,0.218905426,,,,
1900,upholsterer,21749.43,0.0609147,0.9390853,,,,
1920,veterinarian,15216.6,0.013503674,0.986496326,,,,
1940,author,15411,0.259814418,0.740185582,,,,
2011,inspector,418063,0.381263111,0.618736889,,,,
1900,porter,73911.3,0.014857268,0.985142732,,,,
2005,doorkeeper,1808634,0.256737958,0.743262042,,,,
2000,baker,227210,0.51670261,0.48329739,,,,
1940,boilermaker,34281,0.008751203,0.991248797,,,,
1920,surgeon,135427.54,0.043588106,0.956411894,,,,
1910,smith,56868,0.005292959,0.994707041,,,,
2004,driver,4921283,0.121798726,0.878201274,,,,
2014,cook,5939300,0.490321587,0.509678413,,,,
2002,gardener,1345303,0.079611805,0.920388195,,,,
1910,weaver,192956,0.496947491,0.503052509,,,,
1860,guard,6504.36,0.034063305,0.965936695,,,,
2004,scientist,689234,0.369037221,0.630962779,,,,
1980,attendant,4629100,0.772016159,0.227983841,,,,
2005,engineer,3012034,0.173991064,0.826008936,,,,
1930,blacksmith,127277.6,0.002823513,0.997176487,,,,
1880,boilermaker,11244.1,0.00088224,0.99911776,,,,
1980,draftsperson,373460,0.176083115,0.823916885,,,,
1930,bootblack,16929.06,0.014302625,0.985697375,,,,
2009,carpenter,1829708,0.018406216,0.981593784,,,,
2010,chemist,93936,0.416411174,0.583588826,,,,
1860,administrator,11012.92,0,1,,,,
2000,musician,1174884,0.648473381,0.351526619,,,,
2007,athlete,395055,0.350244903,0.649755097,,,,
2008,optometrist,42205,0.375903329,0.624096671,,,,
2004,veterinarian,64698,0.433861943,0.566138057,,,,
2004,compositor,68913,0.459869691,0.540130309,,,,
1860,laborer,1840133.26,0.019601684,0.980398316,,,,
2004,conductor,63866,0.090392384,0.909607616,,,,
1910,clergy,144626,0.159584031,0.840415969,,,,
2005,manager,21214242,0.381506348,0.618493652,,,,
1970,weaver,133000,0.577443609,0.422556391,,,,
1970,soldier,4371800,0.028889702,0.971110298,,,,
1970,chiropractor,29700,0.107744108,0.892255892,,,,
1920,statistician,2653.67,0.231132733,0.768867267,,,,
2014,surveyor,135913,0.123137595,0.876862405,,,,
1910,compositor,137046,0.117865534,0.882134466,,,,
1900,physician,130245.16,0.048612632,0.951387368,,,,
2007,boilermaker,25789,0.015277832,0.984722168,,,,
1870,boilermaker,7193.31,0,1,,,,
1990,boilermaker,28725,0.023115753,0.976884247,,,,
1960,teamster,25940,0.00539707,0.99460293,,,,
2012,mechanic,12760853,0.241193673,0.758806327,,,,
2005,lawyer,1089240,0.335945246,0.664054754,,,,
1950,entertainer,36148,0.384945225,0.615054775,,,,
1960,conductor,64360,0.008079553,0.991920447,,,,
1930,guard,163478.84,0.012379156,0.987620844,,,,
2006,bookbinder,45667,0.556725863,0.443274137,,,,
1910,bartender,103505,0.003864548,0.996135452,,,,
1880,smith,39377.75,0.001400283,0.998599717,,,,
2013,cook,5818523,0.487479555,0.512520445,,,,
1910,janitor,129996,0.255461707,0.744538293,,,,
1960,typesetter,204040,0.119486375,0.880513625,,,,
2001,secretary,5577886,0.962899206,0.037100794,,,,
2010,lawyer,1153619,0.345282108,0.654717892,,,,
2013,housekeeper,135118,0.76174899,0.23825101,,,,
2010,manager,20726442,0.390072594,0.609927406,,,,
2009,housekeeper,173256,0.769150852,0.230849148,,,,
2013,welder,753770,0.054873503,0.945126497,,,,
1940,sales,2676913,0.314633311,0.685366689,,,,
1910,sailor,66594,0.001516653,0.998483347,,,,
1870,plasterer,19203.12,0.005423077,0.994576923,,,,
1910,instructor,22672,0.220977417,0.779022583,,,,
2013,photographer,284783,0.427248115,0.572751885,,,,
2014,compositor,43346,0.534559129,0.465440871,,,,
1870,guard,12880.61,0,1,,,,
1880,farmer,4549695.28,0.018720867,0.981279133,,,,
2007,typesetter,64977,0.485125506,0.514874494,,,,
1930,boilermaker,48875.31,0.003716396,0.996283604,,,,
2006,mailperson,842605,0.273635927,0.726364073,,,,
1930,welder,56552.88,0.015374283,0.984625717,,,,
1960,police,311980,0.038335791,0.961664209,,,,
2000,manager,18670223,0.385174617,0.614825383,,,,
1910,police,84977,0.004718924,0.995281076,,,,
2011,smith,162438,0.038383876,0.961616124,,,,
2011,pharmacist,294488,0.53615767,0.46384233,,,,
1930,tailor,181448.51,0.139297975,0.860702025,,,,
2010,fireperson,417410,0.055017848,0.944982152,,,,
2015,mailperson,714717,0.294410235,0.705589765,,,,
1950,auctioneer,16642,0.180026439,0.819973561,,,,
2003,farmer,949534,0.171646302,0.828353698,,,,
1950,draftsperson,120068,0.057175934,0.942824066,,,,
2015,waitstaff,2952463,0.712975912,0.287024088,,,,
1880,guard,22630.56,0.006285306,0.993714694,,,,
2002,salesperson,2465441,0.454897927,0.545102073,,,,
1880,mathematician,10.03,0,1,,,,
1950,molder,62585,0.007142286,0.992857714,,,,
2006,operator,1903311,0.424163996,0.575836004,,,,
2000,dentist,172238,0.179490008,0.820509992,,,,
1920,smith,69669.47,0.001347649,0.998652351,,,,
2007,paperhanger,12276,0.303600521,0.696399479,,,,
2003,postmaster,47276,0.521173534,0.478826466,,,,
1980,clergy,370440,0.150253752,0.849746248,,,,
1930,housekeeper,2458151.8,0.945821129,0.054178871,,,,
2006,plumber,746762,0.019415825,0.980584175,,,,
2001,newsperson,806320,0.568770463,0.431229537,,,,
1860,huckster,22339.44,0.062441583,0.937558417,,,,
2011,electrician,925206,0.022297737,0.977702263,,,,
2001,lumberjack,73335,0.131315197,0.868684803,,,,
1940,tradesperson,2236544,0.025296618,0.974703382,,,,
1880,surveyor,4457.19,0.00224581,0.99775419,,,,
1910,auctioneer,3710,0,1,,,,
1950,musician,175860,0.526936199,0.473063801,,,,
