Census year,Occupation,Total Weight,Female,Male,,,,
1850,chemist,511.22,0,1,,,,
2012,farmer,868410,0.152270241,0.847729759,,,,
1980,photographer,113340,0.283218634,0.716781366,,,,
1940,compositor,181787,0.068932322,0.931067678,,,,
1870,mechanic,829533.65,0.219547091,0.780452909,,,,
2003,inspector,321151,0.322673758,0.677326242,,,,
2015,entertainer,343582,0.577998847,0.422001153,,,,
2001,broker,2189897,0.569708986,0.430291014,,,,
1910,bankteller,9028,0.022264067,0.977735933,,,,
2001,sheriff,8405,0.221772754,0.778227246,,,,
2009,smith,173890,0.035763989,0.964236011,,,,
1960,mason,235840,0.00390095,0.99609905,,,,
2010,sailor,38349,0.039270907,0.960729093,,,,
1980,optometrist,26480,0.092145015,0.907854985,,,,
1860,official,390303.2,0.05326892,0.94673108,,,,
2008,doctor,902266,0.328922956,0.671077044,,,,
2003,statistician,54880,0.392966472,0.607033528,,,,
1980,jeweler,93480,0.264013693,0.735986307,,,,
1920,lumberjack,40120.24,0.007301801,0.992698199,,,,
1950,osteopath,7405,0.078055368,0.921944632,,,,
1970,driver,4235400,0.061812344,0.938187656,,,,
1860,smith,18315.93,0.005560187,0.994439813,,,,
2012,veterinarian,81833,0.555839331,0.444160669,,,,
2010,bookbinder,39438,0.478852883,0.521147117,,,,
2007,clerk,780308,0.315051236,0.684948764,,,,
2003,accountant,2227840,0.586344172,0.413655828,,,,
2012,pharmacist,313064,0.529102675,0.470897325,,,,
1880,peddler,53734.27,0.052327872,0.947672128,,,,
1930,weaver,163550.71,0.395124362,0.604875638,,,,
1940,machinist,502549,0.009061803,0.990938197,,,,
2010,newsperson,777944,0.569684964,0.430315036,,,,
1980,statistician,45800,0.451091703,0.548908297,,,,
2007,tradesperson,6674191,0.044694106,0.955305894,,,,
1860,draftsperson,299.15,0,1,,,,
1930,librarian,654701.92,0.637944395,0.362055605,,,,
2002,typesetter,87318,0.463478321,0.536521679,,,,
2000,geologist,93534,0.247311138,0.752688862,,,,
1910,millwright,16452,0,1,,,,
1970,musician,728900,0.59075319,0.40924681,,,,
1990,clergy,481212,0.23056366,0.76943634,,,,
2009,attendant,9489489,0.806251317,0.193748683,,,,
1900,milliner,85812.27,0.953586241,0.046413759,,,,
2014,secretary,4636315,0.941212148,0.058787852,,,,
2013,farmer,885645,0.155294729,0.844705271,,,,
1970,statistician,69000,0.465217391,0.534782609,,,,
2011,conductor,57509,0.065711454,0.934288546,,,,
2002,welder,709664,0.07774947,0.92225053,,,,
2002,mailperson,808796,0.295538059,0.704461941,,,,
1930,therapist,12766.84,0.444219556,0.555780444,,,,
1870,cook,56056.15,0.712900725,0.287099275,,,,
2001,baker,233628,0.547096238,0.452903762,,,,
2008,mailperson,846307,0.28080472,0.71919528,,,,
1990,peddler,313227,0.692318989,0.307681011,,,,
1850,paperhanger,606.01,0,1,,,,
1920,nutritionist,1638.03,0.935428533,0.064571467,,,,
2013,optometrist,38405,0.400104153,0.599895847,,,,
2003,attendant,7961812,0.818690519,0.181309481,,,,
2012,statistician,74274,0.454371651,0.545628349,,,,
1940,cabinetmaker,78125,0.0591488,0.9408512,,,,
1950,cabinetmaker,72208,0.007852316,0.992147684,,,,
1980,guard,844880,0.147713285,0.852286715,,,,
1900,painter,41456.47,0.050158395,0.949841605,,,,
2001,fireperson,383269,0.061473795,0.938526205,,,,
1960,peddler,83140,0.624248256,0.375751744,,,,
1930,gardener,120282,0.016053607,0.983946393,,,,
1880,sailor,68886.38,0.007086597,0.992913403,,,,
2012,accountant,2515598,0.596058273,0.403941727,,,,
1920,instructor,29673.65,0.292725027,0.707274973,,,,
2009,physicist,14086,0.198139997,0.801860003,,,,
1990,auctioneer,9916,0.159035902,0.840964098,,,,
1910,author,4411,0.499886647,0.500113353,,,,
2005,secretary,5397552,0.95775659,0.04224341,,,,
2002,bankteller,515864,0.905029233,0.094970767,,,,
2005,plasterer,57767,0.047778143,0.952221857,,,,
1910,sales,1402855,0.25594092,0.74405908,,,,
2009,statistician,71953,0.403179854,0.596820146,,,,
2013,clergy,664976,0.294556495,0.705443505,,,,
1950,mason,172104,0.004811044,0.995188956,,,,
2008,plasterer,56958,0.019172021,0.980827979,,,,
1880,millwright,7835.33,0.00135157,0.99864843,,,,
2001,surgeon,756576,0.276868418,0.723131582,,,,
2009,inspector,364212,0.345886462,0.654113538,,,,
2014,farmer,793923,0.14738331,0.85261669,,,,
2014,designer,1008695,0.559635965,0.440364035,,,,
2012,draftsperson,203684,0.200850337,0.799149663,,,,
2003,photographer,224241,0.401113088,0.598886912,,,,
1940,optometrist,12934,0.135766198,0.864233802,,,,
1990,artist,249572,0.546122963,0.453877037,,,,
1860,police,11822.87,0.009361517,0.990638483,,,,
2011,soldier,1095196,0.133983324,0.866016676,,,,
1950,manager,4530167,0.125652542,0.874347458,,,,
1910,retired,102514,0.086124822,0.913875178,,,,
1860,secretary,99.86,0,1,,,,
2014,optometrist,40529,0.417454169,0.582545831,,,,
2012,clerical,13899334,0.687532079,0.312467921,,,,
1970,porter,56300,0.030195382,0.969804618,,,,
1960,sales,5787000,0.552296527,0.447703473,,,,
1920,bankteller,21149.12,0.1056739,0.8943261,,,,
2002,newsperson,781809,0.577564341,0.422435659,,,,
2006,tradesperson,6845653,0.046547349,0.953452651,,,,
1900,waitstaff,109701.68,0.414388002,0.585611998,,,,
2015,economist,364230,0.559267496,0.440732504,,,,
1980,boilermaker,42820,0.017748716,0.982251284,,,,
2001,tradesperson,6301580,0.055534485,0.944465515,,,,
1920,teamster,288690.92,0.004828278,0.995171722,,,,
2011,clerk,750301,0.311676247,0.688323753,,,,
2006,upholsterer,56902,0.203982285,0.796017715,,,,
2001,machinist,490366,0.066509505,0.933490495,,,,
2007,veterinarian,72651,0.461383876,0.538616124,,,,
2010,toolmaker,78481,0.029599521,0.970400479,,,,
2009,mechanic,12684862,0.248122526,0.751877474,,,,
2005,bartender,461755,0.579532436,0.420467564,,,,
1870,molder,29757.95,0,1,,,,
1910,statistician,1004,0,1,,,,
2007,doctor,877351,0.31703161,0.68296839,,,,
2010,economist,300273,0.535762456,0.464237544,,,,
2001,clerical,12416472,0.707002037,0.292997963,,,,
2004,mechanic,13085476,0.273613203,0.726386797,,,,
2004,pharmacist,255559,0.478832677,0.521167323,,,,
1870,jeweler,14664.81,0.006717441,0.993282559,,,,
2003,lumberjack,64124,0.160158443,0.839841557,,,,
2003,guard,1769942,0.232055062,0.767944938,,,,
2013,architect,403379,0.234184229,0.765815771,,,,
1930,inspector,116564.57,0.053042275,0.946957725,,,,
2005,gardener,1583569,0.076222129,0.923777871,,,,
1910,eletrotyper,4811,0.062564955,0.937435045,,,,
2009,scientist,719845,0.411510811,0.588489189,,,,
1920,clerk,127338.58,0.038731703,0.961268297,,,,
1940,farmer,5232725,0.030796,0.969204,,,,
1990,dentist,171414,0.133145484,0.866854516,,,,
2002,porter,95791,0.158376048,0.841623952,,,,
1870,geologist,101.78,0,1,,,,
2006,conservationist,52279,0.20767421,0.79232579,,,,
2005,tradesperson,6535608,0.05027214,0.94972786,,,,
2005,professor,1485748,0.476513514,0.523486486,,,,
1940,paperhanger,34932,0.107666323,0.892333677,,,,
2001,dentist,174520,0.168960578,0.831039422,,,,
1900,athlete,13826.33,0.031169515,0.968830485,,,,
2007,scientist,651471,0.396254016,0.603745984,,,,
2011,sailor,31271,0.056186243,0.943813757,,,,
2006,judge,1083150,0.325220884,0.674779116,,,,
2015,boilermaker,22041,0.049181072,0.950818928,,,,
2010,musician,1795510,0.634458176,0.365541824,,,,
1970,dietitian,122500,0.915918367,0.084081633,,,,
2007,inspector,355337,0.327539772,0.672460228,,,,
1880,typesetter,61404.91,0.03825997,0.96174003,,,,
1990,driver,4164049,0.123909445,0.876090555,,,,
2005,librarian,2305581,0.880738087,0.119261913,,,,
2001,architect,421754,0.219656482,0.780343518,,,,
1970,sheriff,77000,0.063636364,0.936363636,,,,
2011,laborer,8233730,0.146384567,0.853615433,,,,
2006,shoemaker,341212,0.040376657,0.959623343,,,,
1990,dancer,28103,0.782692239,0.217307761,,,,
1930,milliner,40423.7,0.898376695,0.101623305,,,,
2010,technician,3051233,0.564151935,0.435848065,,,,
1880,doctor,86424.28,0.024882128,0.975117872,,,,
2013,soldier,1076828,0.131834425,0.868165575,,,,
2002,dancer,35557,0.8436876,0.1563124,,,,
1930,laborer,10210818.04,0.085857238,0.914142762,,,,
1970,psychologist,63800,0.385579937,0.614420063,,,,
1940,secretary,1173401,0.928436229,0.071563771,,,,
1870,entertainer,2233.39,0.135609992,0.864390008,,,,
1910,pilot,100,0,1,,,,
1920,mason,125630.33,0.004821527,0.995178473,,,,
1930,designer,24714.83,0.360931878,0.639068122,,,,
1850,sheriff,1669.01,0,1,,,,
2000,therapist,550525,0.768584533,0.231415467,,,,
1930,bailiff,16001.39,0.022894886,0.977105114,,,,
1870,administrator,16673.93,0.005766487,0.994233513,,,,
2010,guard,1932129,0.251887426,0.748112574,,,,
1860,postmaster,3246.69,0.034564433,0.965435567,,,,
1880,setter,1265.1,0.007920323,0.992079677,,,,
2014,architect,389985,0.243960665,0.756039335,,,,
1900,welder,786.82,0,1,,,,
1870,clerk,1234.3,0,1,,,,
1930,dietitian,5942.46,0.962483551,0.037516449,,,,
2008,fireperson,431063,0.051069101,0.948930899,,,,
2009,proprietor,21204848,0.389755965,0.610244035,,,,
2002,painter,257841,0.183430874,0.816569126,,,,
2002,dentist,165188,0.180890864,0.819109136,,,,
2007,plumber,744795,0.01610376,0.98389624,,,,
2009,librarian,2194255,0.871042791,0.128957209,,,,
2011,tradesperson,6058751,0.040639069,0.959360931,,,,
2005,fireperson,405509,0.060837121,0.939162879,,,,
2000,waitstaff,2439299,0.755860188,0.244139812,,,,
2011,mason,211545,0.003181356,0.996818644,,,,
2009,bartender,506199,0.594943886,0.405056114,,,,
2012,optometrist,37053,0.412085391,0.587914609,,,,
1920,milliner,66717.79,0.971274678,0.028725322,,,,
1920,typesetter,149097.15,0.074787882,0.925212118,,,,
2000,clerk,839239,0.303398674,0.696601326,,,,
2006,newsperson,832459,0.588049381,0.411950619,,,,
1850,clergy,29388.35,0,1,,,,
1950,janitor,620230,0.227539784,0.772460216,,,,
1990,cashier,4052290,0.810969847,0.189030153,,,,
2004,machinist,443342,0.051849362,0.948150638,,,,
2003,shoemaker,319740,0.053646713,0.946353287,,,,
2011,cashier,5161368,0.745073012,0.254926988,,,,
1880,dentist,13036.72,0.003176412,0.996823588,,,,
2004,attendant,8066596,0.814921808,0.185078192,,,,
1870,craftsperson,90678.65,0.001168081,0.998831919,,,,
1910,teamster,425884,0.00494266,0.99505734,,,,
2009,upholsterer,46782,0.217540935,0.782459065,,,,
1960,tailor,58740,0.244467143,0.755532857,,,,
1930,engineer,569546.45,0.006289496,0.993710504,,,,
1910,machinist,469257,0.007051573,0.992948427,,,,
2010,veterinarian,82258,0.522161978,0.477838022,,,,
2002,shoemaker,283218,0.044961832,0.955038168,,,,
2000,optometrist,33571,0.275416282,0.724583718,,,,
2010,porter,100063,0.210907129,0.789092871,,,,
2013,veterinarian,78257,0.526879385,0.473120615,,,,
1960,entertainer,36160,0.414823009,0.585176991,,,,
2000,dancer,34340,0.86039604,0.13960396,,,,
2006,clerical,13302047,0.700706741,0.299293259,,,,
1940,millwright,43280,0,1,,,,
2005,physician,860598,0.311455523,0.688544477,,,,
1930,auctioneer,4395.82,0.027407856,0.972592144,,,,
1930,draftsperson,77062.63,0.023568233,0.976431767,,,,
1880,therapist,826.28,0.211962047,0.788037953,,,,
2001,guard,1574466,0.247608395,0.752391605,,,,
1900,manager,1385639.68,0.069633261,0.930366739,,,,
1990,cook,3090406,0.520648743,0.479351257,,,,
2007,entertainer,294597,0.56254137,0.43745863,,,,
2005,operator,1938411,0.451484747,0.548515253,,,,
1970,surgeon,591300,0.109419922,0.890580078,,,,
1870,lawyer,44574.96,0,1,,,,
2007,economist,215852,0.549242073,0.450757927,,,,
2002,chemist,94760,0.319586323,0.680413677,,,,
1920,doorkeeper,130369.54,0.009420529,0.990579471,,,,
2012,pilot,141306,0.070181026,0.929818974,,,,
1960,milliner,6720,0.916666667,0.083333333,,,,
2003,paperhanger,23277,0.315762341,0.684237659,,,,
1940,professor,73648,0.275472518,0.724527482,,,,
2000,postmaster,47399,0.57216397,0.42783603,,,,
2007,draftsperson,250180,0.224954033,0.775045967,,,,
2004,tradesperson,6510139,0.051910566,0.948089434,,,,
2001,designer,835569,0.574394215,0.425605785,,,,
2007,attendant,8845248,0.808447315,0.191552685,,,,
1950,police,236617,0.025272909,0.974727091,,,,
1990,sheriff,134475,0.191403607,0.808596393,,,,
2014,surgeon,923738,0.353749656,0.646250344,,,,
2001,musician,1231235,0.660961555,0.339038445,,,,
2000,bookbinder,64275,0.538311941,0.461688059,,,,
1980,tradesperson,6016940,0.057391299,0.942608701,,,,
1960,auctioneer,4520,0.048672566,0.951327434,,,,
2011,psychologist,213342,0.684314387,0.315685613,,,,
1960,draftsperson,244100,0.097828759,0.902171241,,,,
1910,welder,3105,0.0647343,0.9352657,,,,
2011,sheriff,13682,0.34980266,0.65019734,,,,
2006,dancer,31302,0.848699764,0.151300236,,,,
2002,inspector,269899,0.267433373,0.732566627,,,,
1900,artist,26011.1,0.472748173,0.527251827,,,,
1950,sheriff,20117,0.057612964,0.942387036,,,,
2006,mechanic,13489361,0.263564078,0.736435922,,,,
2006,pharmacist,261308,0.529589603,0.470410397,,,,
2008,guard,1952279,0.261538438,0.738461562,,,,
2008,instructor,1575754,0.482967519,0.517032481,,,,
1900,pilot,58.97,0,1,,,,
1950,clerk,309225,0.061473037,0.938526963,,,,
1990,nurse,2944134,0.917899797,0.082100203,,,,
1930,surveyor,12617.38,0.003202725,0.996797275,,,,
1880,cook,107875.51,0.735328992,0.264671008,,,,
1870,paperhanger,2853.65,0,1,,,,
2011,nurse,4851334,0.876749364,0.123250636,,,,
2005,janitor,5230122,0.537015007,0.462984993,,,,
1930,osteopath,6501.19,0.269195332,0.730804668,,,,
1900,soldier,23122.63,0.022176543,0.977823457,,,,
1970,cook,2605400,0.668342673,0.331657327,,,,
2009,chemist,99877,0.35760986,0.64239014,,,,
2007,physicist,15729,0.098544091,0.901455909,,,,
1880,housekeeper,10184166.2,0.983661427,0.016338573,,,,
2010,architect,414302,0.237918234,0.762081766,,,,
2002,clergy,624892,0.294534095,0.705465905,,,,
2010,engineer,3079165,0.190442864,0.809557136,,,,
2003,mailperson,829124,0.281972298,0.718027702,,,,
2005,dietitian,96532,0.912516057,0.087483943,,,,
1970,operator,4299500,0.617862542,0.382137458,,,,
2012,librarian,2072081,0.857438006,0.142561994,,,,
1930,bartender,3045.48,0.039872204,0.960127796,,,,
1970,instructor,1023900,0.332063678,0.667936322,,,,
1920,physicist,203.34,0,1,,,,
1980,instructor,678940,0.386366984,0.613633016,,,,
1990,compositor,86980,0.685697862,0.314302138,,,,
2010,upholsterer,48852,0.153320233,0.846679767,,,,
1900,veterinarian,7281.58,0.007882905,0.992117095,,,,
2000,scientist,683923,0.355826606,0.644173394,,,,
1860,setter,304.27,0,1,,,,
1930,mailperson,453103.08,0.059656116,0.940343884,,,,
2013,painter,175328,0.152571181,0.847428819,,,,
2011,manager,20653322,0.392343566,0.607656434,,,,
1860,soldier,12894.15,0.015274369,0.984725631,,,,
1960,clerk,335840,0.118627918,0.881372082,,,,
1920,farmer,6721765.71,0.044749162,0.955250838,,,,
1960,surveyor,57600,0.092361111,0.907638889,,,,
2012,tradesperson,6109938,0.040117756,0.959882244,,,,
1880,librarian,62359.25,0.054579072,0.945420928,,,,
1880,welder,234.81,0,1,,,,
1900,peddler,68738.59,0.04048541,0.95951459,,,,
2008,accountant,2497665,0.598677565,0.401322435,,,,
2010,pilot,143344,0.049245172,0.950754828,,,,
1860,molder,18662.26,0,1,,,,
1940,police,176798,0.013009197,0.986990803,,,,
1860,proprietor,379986.18,0.054715227,0.945284773,,,,
1940,broker,365734,0.069692728,0.930307272,,,,
1950,nutritionist,24052,0.950440712,0.049559288,,,,
2005,dentist,178031,0.212884273,0.787115727,,,,
2011,newsperson,748512,0.559333718,0.440666282,,,,
1870,librarian,33668.82,0.051330578,0.948669422,,,,
1930,athlete,25699.91,0.103792192,0.896207808,,,,
1940,stereotyper,9814,0.061137151,0.938862849,,,,
1960,doctor,241920,0.076967593,0.923032407,,,,
2003,nurse,4083377,0.8870168,0.1129832,,,,
1900,dentist,29086.87,0.03167993,0.96832007,,,,
1990,author,125048,0.504310345,0.495689655,,,,
2015,cabinetmaker,60151,0.076224834,0.923775166,,,,
2012,welder,751919,0.063161059,0.936838941,,,,
2002,setter,125752,0.032874229,0.967125771,,,,
2006,artist,274699,0.515666238,0.484333762,,,,
1940,athlete,37142,0.15419202,0.84580798,,,,
1930,smith,82272.98,0.010765503,0.989234497,,,,
1990,lawyer,841655,0.253404305,0.746595695,,,,
2008,draftsperson,254327,0.186751702,0.813248298,,,,
1940,mechanic,5923558,0.344996706,0.655003294,,,,
2008,lumberjack,51682,0.14283503,0.85716497,,,,
1910,doorkeeper,94578,0.004239887,0.995760113,,,,
2005,proprietor,20987136,0.383875246,0.616124754,,,,
1930,soldier,166979.61,0.002818009,0.997181991,,,,
1910,clerk,82838,0.036360125,0.963639875,,,,
1880,fireperson,16925.8,0.000586088,0.999413912,,,,
2015,official,22893711,0.398504943,0.601495057,,,,
1910,toolmaker,20563,0,1,,,,
1980,painter,236080,0.208065063,0.791934937,,,,
1860,cashier,600.86,0,1,,,,
1920,carpenter,847407.81,0.003703187,0.996296813,,,,
2009,conservationist,51130,0.142069235,0.857930765,,,,
2010,surgeon,904577,0.341680144,0.658319856,,,,
2007,therapist,685202,0.788881235,0.211118765,,,,
1970,entertainer,208400,0.383397313,0.616602687,,,,
1900,retired,92966.67,0.09204374,0.90795626,,,,
2002,architect,449158,0.217860975,0.782139025,,,,
1850,surgeon,42876.96,0,1,,,,
1980,geologist,49720,0.128720837,0.871279163,,,,
1880,carpenter,392924.46,0.001190051,0.998809949,,,,
2010,athlete,403264,0.375592664,0.624407336,,,,
1970,administrator,906600,0.210125745,0.789874255,,,,
2012,operator,1576928,0.414636559,0.585363441,,,,
1920,fireperson,194597.57,0.002759336,0.997240664,,,,
2004,geologist,87586,0.263501016,0.736498984,,,,
2002,janitor,4984374,0.536115669,0.463884331,,,,
1980,plasterer,33860,0.025989368,0.974010632,,,,
2002,technician,2627429,0.535241866,0.464758134,,,,
2008,soldier,1303999,0.156481715,0.843518285,,,,
1870,tradesperson,730137.94,0.059103859,0.940896141,,,,
2011,carpenter,1655282,0.016899839,0.983100161,,,,
2011,baker,266694,0.592184301,0.407815699,,,,
2009,doorkeeper,2003089,0.254960713,0.745039287,,,,
1880,physician,86424.28,0.024882128,0.975117872,,,,
2008,mason,283985,0.010849165,0.989150835,,,,
1940,manager,3281060,0.105280915,0.894719085,,,,
2012,machinist,429227,0.046252915,0.953747085,,,,
2012,soldier,1117470,0.134340967,0.865659033,,,,
2003,mason,277286,0.005615141,0.994384859,,,,
2013,statistician,85673,0.448892883,0.551107117,,,,
2012,administrator,582669,0.511273124,0.488726876,,,,
2011,clerical,13789211,0.69294291,0.30705709,,,,
1960,geologist,20960,0.036259542,0.963740458,,,,
1880,operator,48830.72,0.034069127,0.965930873,,,,
2003,designer,902338,0.558022604,0.441977396,,,,
2011,artist,240079,0.484257265,0.515742735,,,,
1910,bookbinder,27787,0.462122575,0.537877425,,,,
1860,broker,4000.12,0,1,,,,
1990,fireperson,398901,0.039919679,0.960080321,,,,
2001,jeweler,126418,0.233416127,0.766583873,,,,
1860,machinist,38391.38,0.008768896,0.991231104,,,,
2010,instructor,1634161,0.503956465,0.496043535,,,,
1930,instructor,54561.01,0.334592596,0.665407404,,,,
2003,weaver,30238,0.71165421,0.28834579,,,,
1970,auctioneer,14500,0.082758621,0.917241379,,,,
2000,draftsperson,269546,0.195436029,0.804563971,,,,
1990,conductor,48031,0.059919635,0.940080365,,,,
2013,setter,68014,0.016158438,0.983841562,,,,
1970,engineer,3228400,0.017934581,0.982065419,,,,
1870,clerical,67476.92,0.035375503,0.964624497,,,,
2006,surveyor,144205,0.112555043,0.887444957,,,,
2008,engineer,3128611,0.186124769,0.813875231,,,,
2006,teacher,6460363,0.765611468,0.234388532,,,,
1880,administrator,24206.85,0.004522274,0.995477726,,,,
1870,blacksmith,134163.41,0.001460458,0.998539542,,,,
1980,lumberjack,127760,0.135879775,0.864120225,,,,
2004,official,21117655,0.39364025,0.60635975,,,,
2003,psychologist,189030,0.642702217,0.357297783,,,,
1960,waitstaff,1818140,0.918433124,0.081566876,,,,
1990,manager,14284297,0.353179229,0.646820771,,,,
2014,typesetter,43346,0.534559129,0.465440871,,,,
2014,nutritionist,115206,0.858679235,0.141320765,,,,
1940,guard,237728,0.014722708,0.985277292,,,,
1850,upholsterer,2474.1,0,1,,,,
1880,judge,68225.02,0.002717038,0.997282962,,,,
1850,student,43213.32,0,1,,,,
1910,stereotyper,4811,0.062564955,0.937435045,,,,
2013,physicist,11994,0.186760047,0.813239953,,,,
2005,cook,4567947,0.532883153,0.467116847,,,,
1880,janitor,10677.98,0.162985883,0.837014117,,,,
2014,instructor,1789849,0.509369226,0.490630774,,,,
2012,jeweler,126423,0.23941055,0.76058945,,,,
2005,housekeeper,154690,0.795895016,0.204104984,,,,
1880,midwife,2878.86,1,0,,,,
1990,postmaster,53135,0.477444246,0.522555754,,,,
1910,operator,359213,0.273595332,0.726404668,,,,
1930,economist,735.98,0.194964537,0.805035463,,,,
2010,author,245309,0.581723459,0.418276541,,,,
1900,bartender,91935.33,0.011625128,0.988374872,,,,
1860,upholsterer,2616.58,0.077800029,0.922199971,,,,
2000,psychologist,186219,0.642872102,0.357127898,,,,
1880,architect,4982.87,0.009046995,0.990953005,,,,
2006,administrator,410474,0.554239733,0.445760267,,,,
1920,waitstaff,215685.27,0.484206826,0.515793174,,,,
2011,athlete,425187,0.372424369,0.627575631,,,,
2007,official,21843904,0.391062513,0.608937487,,,,
2003,sheriff,12706,0.270187313,0.729812687,,,,
1860,designer,104.28,0,1,,,,
1870,postmaster,3524.54,0.056489641,0.943510359,,,,
1870,bankteller,950.55,0,1,,,,
1880,upholsterer,10460.79,0.04825257,0.95174743,,,,
1910,jeweler,33607,0.056744131,0.943255869,,,,
2004,engineer,2999591,0.172842564,0.827157436,,,,
2015,conductor,66109,0.079656325,0.920343675,,,,
1940,osteopath,6800,0.176470588,0.823529412,,,,
2003,toolmaker,107362,0.031659246,0.968340754,,,,
2012,plasterer,40318,0.013418324,0.986581676,,,,
2008,manager,21891515,0.383484697,0.616515303,,,,
2005,welder,721901,0.075327503,0.924672497,,,,
1950,inspector,162595,0.062984717,0.937015283,,,,
1960,weaver,86320,0.476367006,0.523632994,,,,
2014,operator,1443512,0.388920217,0.611079783,,,,
2000,police,973675,0.152305441,0.847694559,,,,
1870,painter,10630.9,0.009282375,0.990717625,,,,
1870,newsperson,7825.28,0.026361996,0.973638004,,,,
1880,sheriff,5212.28,0,1,,,,
2000,pilot,142278,0.041601653,0.958398347,,,,
1910,setter,20563,0,1,,,,
2004,artist,278360,0.513777123,0.486222877,,,,
2015,nurse,5538673,0.863329538,0.136670462,,,,
2010,housekeeper,148111,0.786099614,0.213900386,,,,
1970,clergy,574800,0.122477383,0.877522617,,,,
1920,porter,113492.7,0.012550851,0.987449149,,,,
1970,athlete,217800,0.368227732,0.631772268,,,,
2003,manager,20879649,0.390653071,0.609346929,,,,
1930,compositor,186418.1,0.057941799,0.942058201,,,,
1970,nutritionist,122500,0.915918367,0.084081633,,,,
1910,driver,254404,0.005121775,0.994878225,,,,
1990,dietitian,110748,0.898318706,0.101681294,,,,
2011,architect,414297,0.228222748,0.771777252,,,,
2004,soldier,787565,0.144793128,0.855206872,,,,
1990,architect,543005,0.181092255,0.818907745,,,,
1970,shoemaker,193600,0.11053719,0.88946281,,,,
1870,compositor,31915.1,0.032905741,0.967094259,,,,
2007,baker,226914,0.542712217,0.457287783,,,,
1980,proprietor,9539260,0.282921317,0.717078683,,,,
2006,sheriff,10963,0.264982213,0.735017787,,,,
1850,porter,6161.36,0,1,,,,
2013,doctor,968766,0.345543712,0.654456288,,,,
2002,cook,4234632,0.522738221,0.477261779,,,,
1920,doctor,135427.54,0.043588106,0.956411894,,,,
1960,molder,60460,0.038703275,0.961296725,,,,
2006,geologist,84289,0.26240672,0.73759328,,,,
2001,cabinetmaker,103647,0.104576109,0.895423891,,,,
2003,millwright,85991,0.043725506,0.956274494,,,,
1870,designer,204.19,0,1,,,,
1980,professor,678940,0.386366984,0.613633016,,,,
2009,teacher,6752952,0.769849097,0.230150903,,,,
1970,official,11516600,0.189621937,0.810378063,,,,
1930,proprietor,3105249.62,0.079687143,0.920312857,,,,
2014,judge,1230641,0.368880933,0.631119067,,,,
2015,porter,101167,0.242331986,0.757668014,,,,
2006,chemist,107739,0.372864051,0.627135949,,,,
1860,toolmaker,304.27,0,1,,,,
1940,soldier,233636,0.001712065,0.998287935,,,,
2000,operator,2177517,0.515198733,0.484801267,,,,
1990,gardener,1010782,0.085533775,0.914466225,,,,
2006,bailiff,10963,0.264982213,0.735017787,,,,
2007,welder,775260,0.06205918,0.93794082,,,,
1860,newsperson,4614.41,0,1,,,,
2011,cabinetmaker,77712,0.052501544,0.947498456,,,,
2002,bookbinder,53308,0.517370751,0.482629249,,,,
2000,paperhanger,22348,0.318820476,0.681179524,,,,
2002,mason,266186,0.010165824,0.989834176,,,,
2004,librarian,2353023,0.881418499,0.118581501,,,,
2000,physician,787375,0.268296555,0.731703445,,,,
2007,mailperson,848555,0.277398637,0.722601363,,,,
2001,nurse,3831219,0.88827629,0.11172371,,,,
2004,athlete,280921,0.333994255,0.666005745,,,,
1930,sheriff,16001.39,0.022894886,0.977105114,,,,
2002,postmaster,51753,0.585299403,0.414700597,,,,
2010,physician,904577,0.341680144,0.658319856,,,,
2007,soldier,1075114,0.132943111,0.867056889,,,,
2000,machinist,580214,0.058233686,0.941766314,,,,
2014,bailiff,17882,0.269377027,0.730622973,,,,
2011,bailiff,13682,0.34980266,0.65019734,,,,
2010,sheriff,14554,0.387797169,0.612202831,,,,
2009,cabinetmaker,83840,0.065756202,0.934243798,,,,
2004,teacher,6362374,0.756708424,0.243291576,,,,
1950,broker,477042,0.104280126,0.895719874,,,,
2013,bailiff,14682,0.283544476,0.716455524,,,,
1960,machinist,588280,0.021044401,0.978955599,,,,
2015,bookbinder,27834,0.441438528,0.558561472,,,,
2010,police,1086538,0.176305845,0.823694155,,,,
2009,professor,1588689,0.495344274,0.504655726,,,,
1920,cabinetmaker,53201.58,0.011423909,0.988576091,,,,
1850,salesperson,187.34,0,1,,,,
2005,conservationist,48890,0.130824299,0.869175701,,,,
1950,physicist,7643,0.08399843,0.91600157,,,,
1960,clerical,5834840,0.655664937,0.344335063,,,,
1970,author,64400,0.350931677,0.649068323,,,,
1960,huckster,83140,0.624248256,0.375751744,,,,
1850,musician,3418.47,0,1,,,,
2008,salesperson,2510153,0.441938001,0.558061999,,,,
2000,conservationist,54024,0.136902118,0.863097882,,,,
1900,clerical,288935.17,0.133504689,0.866495311,,,,
1930,scientist,57309.44,0.077888564,0.922111436,,,,
1930,chemist,47286.25,0.053343202,0.946656798,,,,
1940,nurse,451886,0.956194704,0.043805296,,,,
1910,photographer,26860,0.108078928,0.891921072,,,,
1960,conservationist,42320,0.049621928,0.950378072,,,,
2009,designer,962259,0.551031479,0.448968521,,,,
1920,boilermaker,71855.57,0.002808551,0.997191449,,,,
2005,boilermaker,22247,0.046478177,0.953521823,,,,
1930,chiropractor,11292.06,0.215473527,0.784526473,,,,
1900,plasterer,36875.16,0.008409726,0.991590274,,,,
